EPIC_ID,TIC_ID,Teff_k,Teff_t,logg_k,logg_t,RA,DEC
220298669,344299641,3363.0469,3519.52,4.9051,4.78,22.9414448851,2.60166011619
246697609,432615994,3408.7612,3092.09,4.8925,4.97,74.30675821098,14.54215533221
201089091,152773113,3413.84,3266.5,4.8305,4.98,180.59182656479,-6.90138454911
205968379,240716128,3757.0542,3345.04,4.6738,4.52,339.72782164461,-15.78102615552
220263089,344281038,3784.2935,3515.17,4.7115,4.77,22.37885585624,1.84708072419
220183549,248353555,3655.6707,3770.15,4.7563,4.54,17.62993786432,-0.64429959067
220197813,248347110,3705.6475,3182.25,4.8037,4.97,17.03481393765,-0.08447823134
229153363,380674582,3445.055,3346.06,4.5816,4.56,191.81988807824,2.08832675478
220173213,269594419,3752.7314,4156.92,4.7316,4.4,16.32696607436,-1.06329447237
220199072,248944661,3578.8687,3590.23,4.8437,4.75,20.26145083893,-0.03724917295
246636441,436674946,3322.3345,3390.8,4.9498,4.87,73.40559951968,13.73031809287
245925841,4520656,4099.7305,3575.46,4.6752,4.34,347.87078328469,-11.92041136431
205934242,12822707,4160.796,4224.81,4.3785,4.6,338.02453249827,-16.90541512957
248472875,277839726,3374.3464,3544.93,4.9311,4.76,156.49053890001,2.26094012075
201274176,38142111,4117.5337,4083.23,4.5481,4.75,170.78220611131,-2.84157935099
220189671,248385240,3477.8762,3674.53,4.5922,4.74,19.02393605549,-0.39898037221
228736966,98668555,3783.8364,4031.15,4.5815,4.66,186.00747719657,-9.52498215328
210425130,348668074,3677.0623,4195.7,4.5799,4.67,62.54768096971,14.02532293833
220154854,248349579,4124.594,3475.9,4.6121,4.81,17.24886901739,-1.71795625345
228753037,183650482,3412.24,4122.46,4.5842,4.49,184.24019403376,-8.7892624157
248407141,47350480,3486.3503,3407.79,4.566,4.81,162.29206732038,-0.16414178278
228708703,111058396,3453.129,3834.41,4.8663,4.65,189.39315645381,-10.92511694281
201184584,49417033,3526.4639,4035.27,4.7356,4.31,173.46036417121,-4.46785140817
201256431,38161012,3907.495,3865.2,4.6344,4.63,171.25013831106,-3.10992820924
220225125,336956844,3517.4307,3456.51,4.7659,4.79,18.85646576415,0.88721011227
228744129,176944028,3717.945,4166.15,4.6618,4.64,184.07458965868,-9.18817584983
228722121,98676955,3693.198,3490.96,4.7175,4.91,186.53203692663,-10.24828904669
246708982,436728244,3474.9697,3994.46,4.8134,4.66,74.13467439389,14.68575992463
246699369,303761200,3481.2744,3934.08,4.9842,4.33,75.85045476716,14.56507404136
205970716,240849807,4132.4478,3804.15,4.5341,4.49,340.73801113818,-15.70599635285
220201062,248391347,3696.3684,4118.53,4.7144,4.32,19.70970833649,0.03368338634
211372420,443965075,3560.735,3832.47,4.7941,4.75,129.89129714104,11.19728477194
246667147,436591533,3768.9534,3341.06,4.6488,4.85,71.64952192951,14.149449345
211397213,366443946,3512.2131,3257.88,4.7857,4.89,126.6135824754,11.59812638637
228714878,203233724,3690.318,3862.2,4.4994,4.4,184.48779099709,-10.61037788356
245957078,49622105,4050.4512,3462.24,4.3968,4.78,350.74241615313,-10.63856507132
245993864,423612380,3888.004,4012.84,4.7178,4.75,353.74784550745,-9.6409383383
248434848,281724334,3576.5706,3426.69,4.6958,4.81,162.41061265824,0.91308127299
245931571,4602704,3636.4153,4159.25,4.4119,4.38,348.8715159805,-11.63739577322
248415644,374296620,3608.901,4145.92,4.6105,4.66,159.95298129335,0.17543524875
246028938,9710056,3472.95,3412.39,4.4085,4.9,358.24682841995,-8.74749075361
210327065,415335918,3631.139,4153.03,4.3892,4.36,58.78672465488,11.56317078552
228721295,176878696,3648.419,4183.09,4.2674,4.3,183.05958537358,-10.28911506801
211477574,27650354,4135.6274,3635.96,4.4366,4.52,123.4821677106,12.81473529486
201392089,53190692,4225.6763,3243.53,4.5409,4.91,166.60380005795,-1.08121917439
201166171,49465026,3762.6912,3567.03,4.6415,4.26,174.90242540818,-4.91110520689
220197340,269557575,3820.5984,3362.83,4.7559,4.91,15.48849339672,-0.10300382938
201457252,47380328,3702.201,3407.64,4.8416,4.59,162.91247814139,-0.11469451488
201170018,49427320,3755.3694,3318.17,4.8023,4.61,173.90373278516,-4.81601875718
201217949,173145074,3787.756,3435.27,4.6602,4.79,172.82211375824,-3.69597817792
211432351,6991970,3478.1206,3383.38,4.6579,4.94,126.18715147663,12.13058768987
201179349,173145833,4188.9404,3843.63,4.5028,4.75,173.0039665002,-4.59241547565
201225541,38159769,3930.6602,3847.25,4.7614,4.74,171.20643597229,-3.57697564441
201293791,38064629,4144.2637,3630.99,4.5952,4.66,169.33304794748,-2.54254441544
211438319,7024655,3573.3794,3521.91,4.7468,4.84,126.71801071322,12.2209866683
212339487,422327982,3540.9473,4231.09,4.6536,4.66,203.14547346408,-16.41023869755
211503930,186818099,3423.8625,3598.69,4.819,4.37,124.53068394217,13.19413952175
211311519,396742522,3371.5059,3875.89,4.8119,4.75,130.65115383632,10.08301411587
