TICID,Teff,logg
 TIC 248355426, 3610.97, 4.70
 TIC 110975979, 3418.16, 4.87
 TIC 98593182, 3535.35, 4.70
 TIC 49733196, 4071.93, 4.69
 TIC 311085985, 4164.06, 4.48
 TIC 348721939, 3583.16, 4.87
 TIC 366623225, 3385.07, 4.97
 TIC 291157369, 3471.34, 4.79
 TIC 380907286, 3612.45, 4.52
 TIC 374273404, 4111.06, 4.67
 TIC 248343228, 3703.14, 4.62
 TIC 302886636, 3487.21, 4.44
 TIC 9697920, 3551.72, 4.76
 TIC 396733722, 4109.19, 4.52
 TIC 9726058, 3586.35, 4.29
 TIC 366410768, 3865.27, 4.72
 TIC 293945273, 3558.86, 4.82
 TIC 411748685, 3417.83, 4.81
 TIC 281777558, 3785.43, 4.56
 TIC 117380385, 4100.35, 4.69
 TIC 269532839, 4237.13, 4.52
 TIC 23130323, 4041.25, 4.49
 TIC 243031477, 3769.89, 4.76
 TIC 49531869, 4236.97, 4.60
 TIC 311085996, 3602.70, 4.36
 TIC 49708542, 4238.30, 4.52
 TIC 240663965, 4102.68, 4.68
 TIC 49418692, 4062.24, 4.67
 TIC 357512999, 3323.80, 4.68
 TIC 9632331, 4197.51, 4.69
 TIC 366485640, 4160.92, 4.51
 TIC 173096779, 3762.69, 4.64
 TIC 9030125, 3722.90, 4.71
 TIC 240851571, 3434.63, 4.57
 TIC 176939078, 4064.62, 4.68
 TIC 98724470, 3760.99, 4.40
 TIC 437030429, 3862.39, 4.40
 TIC 38114135, 4109.11, 4.51
 TIC 176910280, 3626.99, 4.26
 TIC 8989861, 3622.69, 4.46
 TIC 436644709, 3483.31, 4.78
 TIC 248346814, 3922.86, 4.69
 TIC 188501634, 3426.55, 4.71
 TIC 60284236, 3503.01, 4.76
 TIC 311086052, 3599.40, 4.84
 TIC 374201174, 3554.87, 4.58
 TIC 344242874, 4215.67, 4.56
 TIC 293945452, 3820.60, 4.76
 TIC 366631668, 3541.48, 4.93
 TIC 176939218, 4154.95, 4.48
 TIC 5777223, 3588.10, 4.60
 TIC 9005899, 3591.79, 4.76
 TIC 9004580, 2786.16, 4.57
 TIC 82052325, 3436.68, 4.58
 TIC 240630048, 3544.96, 4.92
 TIC 53210568, 4092.45, 4.66
 TIC 245945052, 3477.66, 4.68
 TIC 48627828, 3626.07, 4.72
 TIC 425601629, 4193.09, 4.63
 TIC 240812331, 3704.32, 4.42
 TIC 248355856, 3778.63, 4.60
 TIC 49733585, 3327.22, 4.84
 TIC 344298963, 4194.95, 4.66
 TIC 374272702, 3702.20, 4.84
 TIC 366355539, 3933.00, 4.60
 TIC 48558791, 3513.86, 4.81
 TIC 114982386, 3516.74, 4.87
 TIC 366399673, 3755.37, 4.80
 TIC 146801027, 4097.24, 4.37
 TIC 389082541, 4017.84, 4.42
 TIC 38116424, 3518.53, 4.73
 TIC 114982662, 3801.97, 4.72
 TIC 49737859, 3473.77, 4.78
 TIC 293893284, 4243.95, 4.46
 TIC 138687795, 3469.47, 4.45
 TIC 152822348, 3290.58, 4.88
 TIC 176910148, 3433.66, 4.84
 TIC 411836230, 4071.78, 4.69
 TIC 61072112, 4107.21, 4.69
 TIC 4619759, 4145.19, 4.54
 TIC 411748651, 3323.65, 4.89
 TIC 344719746, 3463.54, 4.49
 TIC 240663818, 4189.62, 4.45
 TIC 366355306, 3465.01, 4.28
 TIC 176939229, 4096.46, 4.68
 TIC 8919224, 3280.98, 4.69
 TIC 405680051, 3319.08, 4.93
 TIC 336956945, 3787.76, 4.66
 TIC 98676221, 4156.19, 4.69
 TIC 350448326, 4211.27, 4.41
 TIC 396847600, 3352.77, 4.93
 TIC 8964722, 3322.66, 4.41
 TIC 366569070, 4004.59, 4.50
 TIC 328009837, 3475.02, 4.80
 TIC 147689766, 3357.54, 4.94
 TIC 173163027, 3595.51, 4.63
 TIC 9698933, 4188.64, 4.70
 TIC 82052270, 3698.77, 4.41
 TIC 248346764, 3599.53, 4.76
 TIC 9063500, 3385.44, 4.84
 TIC 369493306, 3340.34, 4.91
 TIC 281706114, 4102.55, 4.70
 TIC 8919269, 3780.14, 4.61
 TIC 311365753, 3327.47, 4.85
 TIC 49710967, 3596.22, 4.86
 TIC 9003348, 4220.17, 4.66
 TIC 152868498, 3478.90, 4.64
 TIC 245829225, 3644.76, 4.50
 TIC 61071325, 4245.42, 4.56
 TIC 366409871, 3221.14, 5.00
 TIC 423611834, 3425.86, 4.42
 TIC 38115712, 3382.59, 4.88
 TIC 434239133, 3366.13, 5.00
 TIC 8994836, 4203.45, 4.65
 TIC 306606330, 3457.96, 4.63
 TIC 434391945, 3477.47, 4.90
 TIC 337079557, 4133.11, 4.68
 TIC 438118505, 3870.19, 4.77
 TIC 438336319, 3207.86, 4.98
 TIC 188935788, 3436.05, 4.81
 TIC 8990143, 4068.98, 4.53
 TIC 302887207, 3810.36, 4.63
 TIC 49710614, 3478.12, 4.66
 TIC 176908829, 3613.77, 4.25
 TIC 303761860, 4188.94, 4.50
 TIC 185856417, 4197.93, 4.66
 TIC 49689747, 3452.68, 4.83
 TIC 411697827, 4232.88, 4.25
 TIC 173165426, 4104.38, 4.33
 TIC 434097307, 3766.09, 4.68
 TIC 458681747, 3477.79, 4.68
 TIC 49738169, 4204.13, 4.55
 TIC 293829616, 4219.81, 4.67
 TIC 12769921, 3607.46, 4.36
 TIC 117254145, 3446.18, 4.81
 TIC 9666211, 3452.11, 4.88
 TIC 303597022, 3359.76, 4.82
 TIC 248355581, 4082.58, 4.56
 TIC 23681321, 3567.19, 4.58
 TIC 88554255, 3456.21, 4.80
 TIC 392460627, 3829.67, 4.58
 TIC 98591742, 3554.12, 4.74
 TIC 281726254, 3461.86, 4.96
 TIC 32423386, 3332.88, 4.85
 TIC 152800356, 3467.64, 4.33
 TIC 248347413, 3458.03, 4.79
 TIC 436579831, 4197.05, 4.66
 TIC 293945051, 4196.45, 4.40
 TIC 145750665, 3493.03, 4.69
 TIC 429344623, 4203.49, 4.65
 TIC 374296944, 4236.00, 4.48
 TIC 366631129, 4152.07, 4.42
 TIC 357493245, 3615.81, 4.32
 TIC 399671280, 4247.04, 4.66
 TIC 436681792, 3261.72, 4.97
 TIC 436681309, 4228.54, 4.53
 TIC 49736012, 3751.03, 4.78
 TIC 49455899, 3564.74, 4.88
 TIC 350546044, 3597.97, 4.78
 TIC 8964105, 4234.88, 4.50
 TIC 49464570, 4187.04, 4.53
 TIC 434230620, 3242.69, 4.95
 TIC 49426967, 3598.46, 4.65
 TIC 49462672, 3486.83, 4.45
 TIC 117220645, 4037.79, 4.75
 TIC 176910024, 4199.98, 4.66
 TIC 269533264, 3612.01, 4.70
 TIC 374239116, 3658.70, 4.27
 TIC 444037459, 3579.57, 4.61
 TIC 242985028, 4197.63, 4.58
 TIC 111014913, 3870.67, 4.40
 TIC 380909756, 4123.22, 4.67
 TIC 344279000, 3779.24, 4.67
 TIC 9053268, 3575.78, 4.67
 TIC 248344830, 3989.86, 4.66
 TIC 176938780, 3475.72, 4.79
 TIC 443965618, 3515.71, 4.59
 TIC 9709963, 3615.37, 4.79
 TIC 49419498, 3628.73, 4.22
 TIC 8940217, 3810.22, 4.67
 TIC 173163045, 3659.83, 4.69
 TIC 98628125, 3804.84, 4.69
 TIC 9003442, 4214.99, 4.61
 TIC 366400069, 3606.30, 4.25
 TIC 248387351, 3526.46, 4.74
 TIC 248393346, 3728.74, 4.77
 TIC 248353978, 3643.13, 4.41
 TIC 176877468, 3534.70, 4.71
 TIC 366526294, 3509.74, 4.76
 TIC 303528338, 3434.35, 4.63
 TIC 293702875, 4150.32, 4.68
 TIC 225953121, 3388.03, 4.70
 TIC 436631774, 3396.86, 4.59
 TIC 117278931, 3488.08, 4.92
 TIC 176941700, 3557.86, 4.67
 TIC 303597008, 3504.85, 4.82
 TIC 389046520, 3514.97, 4.44
 TIC 98676245, 3529.54, 4.41
 TIC 411780109, 3827.47, 4.39
 TIC 399673453, 3907.49, 4.63
 TIC 402319933, 3471.11, 4.84
 TIC 78295788, 4214.95, 4.68
 TIC 248344827, 4144.48, 4.65
 TIC 8990523, 3466.43, 4.26
 TIC 374314331, 3964.72, 4.68
 TIC 117219879, 3517.43, 4.77
 TIC 186812891, 3751.74, 4.43
 TIC 374200595, 3655.50, 4.77
 TIC 240813075, 4201.10, 4.68
 TIC 269593972, 4230.57, 4.65
 TIC 98594177, 3474.06, 4.59
 TIC 176910295, 3692.10, 4.69
 TIC 152868932, 3565.23, 4.34
 TIC 357531880, 4067.38, 4.67
 TIC 344279527, 4111.48, 4.74
 TIC 0, 3717.56, 4.40
 TIC 21221912, 3459.06, 4.86
 TIC 9707668, 3330.55, 4.97
 TIC 293944396, 3691.36, 4.75
 TIC 389121585, 3334.37, 4.76
 TIC 344226081, 3552.26, 4.70
 TIC 176942943, 3502.93, 4.52
 TIC 269591754, 3929.20, 4.76
 TIC 411691892, 3740.92, 4.75
 TIC 173102170, 3772.09, 4.71
 TIC 284852254, 3442.86, 4.70
 TIC 176878712, 3911.37, 4.59
 TIC 98719813, 3920.60, 4.70
 TIC 150832397, 3516.14, 4.51
 TIC 303680827, 3528.17, 4.79
 TIC 366398963, 3717.95, 4.66
 TIC 130725391, 3514.30, 4.65
 TIC 293894063, 3473.86, 4.84
 TIC 38131296, 3651.83, 4.52
 TIC 344816587, 3436.10, 4.81
 TIC 380907416, 3675.03, 4.66
 TIC 277893339, 3522.61, 4.21
 TIC 48624734, 3693.20, 4.72
 TIC 399702712, 3474.97, 4.81
 TIC 9062141, 3578.73, 4.76
 TIC 146799119, 4135.71, 4.55
 TIC 468992514, 3705.80, 4.71
 TIC 248349658, 3481.27, 4.98
 TIC 110976119, 4094.53, 4.65
 TIC 8990848, 3812.80, 4.61
 TIC 411697345, 3643.62, 4.75
 TIC 21221807, 3843.03, 4.68
 TIC 248349544, 3481.61, 4.57
 TIC 429301464, 3761.37, 4.62
 TIC 269533267, 3667.20, 4.76
 TIC 38116567, 4195.71, 4.69
 TIC 422327162, 3673.08, 4.84
 TIC 388816773, 3391.36, 4.60
 TIC 302887665, 3705.56, 4.70
 TIC 49687091, 3786.85, 4.66
 TIC 66779319, 3334.94, 4.94
 TIC 311365687, 3525.08, 4.91
 TIC 311365611, 3809.56, 4.73
 TIC 248391461, 3613.25, 4.59
 TIC 399702755, 3708.50, 4.75
 TIC 203286446, 3434.36, 4.58
 TIC 248353544, 3666.60, 4.80
 TIC 69854813, 4132.45, 4.53
 TIC 348662671, 3461.47, 4.78
 TIC 1714425, 3896.49, 4.75
 TIC 293836872, 3521.28, 4.81
 TIC 293832060, 3696.37, 4.71
 TIC 176877933, 3560.74, 4.79
 TIC 49738096, 3793.70, 4.72
 TIC 458681864, 4195.05, 4.66
 TIC 399735675, 3389.32, 4.23
 TIC 429344534, 3592.01, 4.40
 TIC 415335428, 3690.98, 4.76
 TIC 436655389, 3497.53, 4.82
 TIC 173109008, 3374.06, 4.84
 TIC 27650615, 3441.85, 4.90
 TIC 357494478, 3734.28, 4.71
 TIC 277871043, 3950.31, 4.70
 TIC 445955879, 3332.67, 4.85
 TIC 434328753, 4165.97, 4.27
 TIC 385909230, 3477.59, 4.54
 TIC 438071441, 3463.90, 4.91
 TIC 337079785, 3528.93, 4.78
 TIC 438167293, 4002.29, 4.65
 TIC 438320776, 3589.22, 4.73
 TIC 438114233, 3559.37, 4.39
 TIC 306903755, 3643.88, 4.83
 TIC 438065397, 3640.94, 4.73
 TIC 176877645, 3674.80, 4.73
 TIC 9709205, 3519.49, 4.92
 TIC 248383154, 3429.74, 4.45
 TIC 436706244, 3598.79, 4.61
 TIC 38131487, 3768.95, 4.65
 TIC 269504854, 3693.22, 4.79
 TIC 374355891, 3330.89, 4.91
 TIC 9051833, 3324.21, 4.87
 TIC 173146032, 3536.00, 4.79
 TIC 399735350, 4116.36, 4.53
 TIC 49522674, 4041.88, 4.65
 TIC 206283481, 3512.21, 4.79
 TIC 21273410, 3824.00, 4.72
 TIC 422336184, 3690.32, 4.50
 TIC 318092899, 4137.74, 4.56
 TIC 186072232, 3529.50, 4.81
 TIC 49416890, 3422.85, 4.88
 TIC 277811238, 3491.51, 4.83
 TIC 345037509, 3624.70, 4.32
 TIC 458678179, 4050.45, 4.40
 TIC 293945682, 3530.11, 4.66
 TIC 374338057, 3380.99, 4.59
 TIC 117295975, 3888.00, 4.72
 TIC 38132524, 3206.06, 4.95
 TIC 59038942, 3213.98, 4.89
 TIC 98719872, 3710.57, 4.84
 TIC 436587383, 3630.79, 4.41
 TIC 47377485, 3464.80, 4.30
 TIC 437027001, 3430.96, 4.23
 TIC 437327257, 3572.45, 4.70
 TIC 344816551, 3445.88, 4.44
 TIC 303593628, 3762.52, 4.53
 TIC 366354423, 3549.22, 4.06
 TIC 117354670, 3482.94, 4.72
 TIC 389134839, 3576.57, 4.70
 TIC 281708045, 3412.42, 4.43
 TIC 269557704, 3561.32, 4.67
 TIC 293837983, 3420.69, 4.80
 TIC 117419750, 3550.38, 4.13
 TIC 248343213, 3770.51, 4.58
 TIC 186695866, 3735.16, 4.33
 TIC 293945072, 4180.63, 4.23
 TIC 248349546, 3565.98, 4.67
 TIC 293890584, 3481.14, 4.73
 TIC 240627410, 3513.37, 4.83
 TIC 435882001, 3716.46, 4.79
 TIC 277840413, 3636.42, 4.41
 TIC 145964101, 3394.54, 4.80
 TIC 176938916, 3431.72, 4.77
 TIC 176908822, 3614.92, 4.79
 TIC 9051743, 3712.83, 4.73
 TIC 248353541, 3361.95, 4.89
 TIC 9065422, 3579.45, 4.70
 TIC 366443617, 3630.53, 4.41
 TIC 344243113, 3680.92, 4.59
 TIC 176942929, 3697.98, 4.73
 TIC 98673995, 4206.13, 4.68
 TIC 374273496, 3560.45, 4.77
 TIC 291067432, 3555.55, 4.29
 TIC 398206584, 3783.95, 4.57
 TIC 287028290, 3862.50, 4.67
 TIC 325354231, 4091.82, 4.53
 TIC 176876442, 3505.72, 4.41
 TIC 293889700, 3720.67, 4.81
 TIC 12858364, 3811.21, 4.62
 TIC 248351169, 3596.44, 4.79
 TIC 4582595, 3425.35, 4.70
 TIC 4602627, 3699.53, 4.62
 TIC 248347002, 3650.22, 4.32
 TIC 4579953, 3291.50, 4.92
 TIC 332109468, 4043.85, 4.53
 TIC 269504384, 3619.96, 4.44
 TIC 399722411, 3460.97, 4.66
 TIC 277810534, 3739.88, 4.65
 TIC 269594012, 3587.07, 4.66
 TIC 399735650, 3608.90, 4.61
 TIC 262467859, 3409.90, 4.82
 TIC 49733211, 4225.50, 4.66
 TIC 248353471, 3425.33, 4.59
 TIC 173103977, 4037.28, 4.60
 TIC 422327619, 3542.80, 4.41
 TIC 291090170, 3409.90, 4.79
 TIC 344279685, 3586.72, 4.92
 TIC 432694973, 3534.79, 4.72
 TIC 117419321, 3476.67, 4.80
 TIC 66715269, 3447.48, 4.65
 TIC 281731067, 4047.26, 4.34
 TIC 422324209, 3515.05, 4.42
 TIC 269594027, 3982.32, 4.67
 TIC 436650767, 3183.79, 4.98
 TIC 49464462, 3420.86, 4.54
 TIC 673957867, 3597.84, 4.65
 TIC 98581027, 3480.50, 4.50
 TIC 286362768, 3256.87, 4.95
 TIC 66923134, 3510.17, 4.57
 TIC 436666477, 4082.76, 4.50
 TIC 411757079, 3527.21, 4.42
 TIC 399695077, 3524.09, 4.77
 TIC 344300958, 3531.03, 4.43
 TIC 176942891, 3431.96, 4.80
 TIC 357446483, 3423.58, 4.89
 TIC 436591910, 3598.48, 4.40
 TIC 333608054, 3873.09, 4.69
 TIC 203603019, 3441.92, 4.60
 TIC 115070817, 3472.95, 4.41
 TIC 436584688, 4221.35, 4.51
 TIC 443609244, 3692.13, 4.56
 TIC 399702232, 3762.83, 4.78
 TIC 293837183, 3561.65, 4.74
 TIC 240623332, 3654.59, 4.74
 TIC 357413725, 3631.14, 4.39
 TIC 411748610, 3684.50, 4.58
 TIC 344242588, 3540.55, 4.75
 TIC 82054762, 3648.42, 4.27
 TIC 62905373, 3630.56, 4.69
 TIC 436658743, 4168.85, 4.55
 TIC 66717502, 3423.51, 4.88
 TIC 88667568, 3592.12, 4.73
 TIC 435336120, 3429.74, 4.87
 TIC 435882314, 3412.06, 4.81
 TIC 399733715, 3535.06, 4.83
 TIC 389134424, 4223.32, 4.64
 TIC 411757616, 3808.60, 4.66
 TIC 8995651, 3489.20, 4.75
 TIC 436611802, 3267.53, 4.90
 TIC 281724369, 3319.87, 4.87
 TIC 225957515, 4125.58, 4.34
 TIC 248346721, 3566.55, 4.76
 TIC 111015546, 3600.76, 4.65
 TIC 411692106, 3527.55, 4.59
 TIC 269612510, 4235.08, 4.51
 TIC 311148869, 3584.18, 4.76
 TIC 366631995, 3481.36, 4.43
 TIC 117357954, 3306.34, 4.97
 TIC 49426800, 3468.43, 4.57
 TIC 388671423, 3527.39, 4.78
 TIC 226028525, 3373.72, 4.83
 TIC 38159655, 3643.45, 4.75
 TIC 8988384, 3671.28, 4.75
 TIC 114958792, 3429.12, 4.70
 TIC 98676191, 3458.17, 4.79
 TIC 293837828, 4135.63, 4.44
 TIC 422290220, 3573.96, 4.74
 TIC 388814603, 3526.27, 4.77
 TIC 293470837, 3358.99, 4.89
 TIC 374349858, 3590.60, 4.60
 TIC 197221211, 3495.69, 4.76
 TIC 98753190, 3685.76, 4.25
 TIC 48626719, 3524.50, 4.43
 TIC 396742703, 4169.57, 4.55
 TIC 436591142, 3521.01, 4.74
 TIC 293838678, 3646.48, 4.57
 TIC 293608953, 3506.17, 4.56
 TIC 436615975, 3901.04, 4.68
 TIC 114982999, 3522.74, 4.77
 TIC 188569903, 4198.78, 4.47
 TIC 443969860, 3536.71, 4.79
 TIC 303597485, 3774.88, 4.37
 TIC 130716815, 3655.69, 4.68
 TIC 344719777, 3520.44, 4.60
 TIC 380886709, 3668.48, 4.70
 TIC 335103962, 3475.79, 4.86
 TIC 23156875, 4039.62, 4.67
 TIC 344242427, 3376.96, 4.88
 TIC 303677240, 3924.94, 4.38
 TIC 240765065, 3625.76, 4.25
 TIC 85191004, 3572.59, 4.48
 TIC 436566241, 3391.30, 4.99
 TIC 392457167, 4246.69, 4.66
 TIC 293470946, 4096.66, 4.35
 TIC 389122204, 4069.69, 4.69
 TIC 374239387, 3510.44, 4.58
 TIC 115081689, 3564.29, 4.28
 TIC 445937827, 4121.31, 4.37
 TIC 307475001, 3822.87, 4.52
 TIC 307128745, 3468.40, 4.57
 TIC 385991879, 3370.37, 4.98
 TIC 438488297, 3448.57, 4.92
 TIC 155096087, 4202.87, 4.64
 TIC 436724180, 3720.24, 4.64
 TIC 48539390, 3508.74, 4.81
 TIC 157843269, 4180.64, 4.55
 TIC 176937866, 3410.21, 4.86
 TIC 4579928, 4229.58, 4.77
 TIC 335040948, 3643.87, 4.50
 TIC 344225331, 3860.80, 4.38
 TIC 176878913, 3713.52, 4.69
 TIC 399673099, 3598.68, 4.44
 TIC 443617951, 3997.79, 4.75
 TIC 435880195, 3523.17, 4.78
 TIC 411749094, 3612.17, 4.58
 TIC 269557538, 3771.14, 4.71
 TIC 168300619, 3261.19, 4.98
 TIC 374350217, 3549.52, 4.34
 TIC 48531971, 3519.18, 4.69
 TIC 248347119, 3643.24, 4.29
 TIC 344773914, 3414.42, 4.88
 TIC 399735384, 3408.48, 4.92
 TIC 176943076, 3400.25, 4.58
 TIC 311364904, 4155.20, 4.39
 TIC 248345107, 3915.90, 4.75
 TIC 248351898, 3436.45, 4.88
 TIC 23275093, 3384.62, 4.83
 TIC 49738073, 4156.97, 4.55
 TIC 53207408, 3484.93, 4.85
 TIC 152828913, 3464.33, 4.83
 TIC 411748982, 4210.77, 4.49
 TIC 138665489, 3985.97, 4.58
 TIC 366526350, 3465.76, 4.82
 TIC 344297494, 3424.33, 4.54
 TIC 49690034, 3656.21, 4.75
 TIC 8990663, 4230.84, 4.66
 TIC 248944679, 3316.60, 4.97
 TIC 0, 3616.10, 4.71
 TIC 468988910, 3136.87, 4.99
 TIC 344297315, 3400.50, 4.68
 TIC 248356036, 3410.45, 4.80
 TIC 471012279, 3512.70, 4.70
 TIC 61098507, 3582.42, 4.68
 TIC 157838151, 4145.59, 4.66
 TIC 436612862, 3667.25, 4.20
 TIC 436643169, 3616.86, 4.80
 TIC 4582487, 3420.72, 4.50
 TIC 186902403, 3435.37, 4.95
 TIC 38115634, 3639.55, 4.25
 TIC 117414326, 3930.66, 4.76
 TIC 350475580, 3413.62, 4.54
 TIC 277839816, 3604.49, 4.68
 TIC 294301902, 3605.75, 4.11
 TIC 80347333, 4099.64, 4.66
 TIC 248389502, 4145.73, 4.53
 TIC 8995735, 3642.81, 4.73
 TIC 152830040, 3460.79, 4.78
 TIC 248377567, 4057.67, 4.68
 TIC 374296804, 3627.39, 4.85
 TIC 435310251, 4081.97, 4.53
 TIC 8988229, 3586.54, 4.65
 TIC 380198709, 3576.18, 4.74
 TIC 21285660, 3520.68, 4.73
 TIC 399673151, 3865.28, 4.66
 TIC 38086462, 3395.16, 4.90
 TIC 293837136, 3292.05, 4.92
 TIC 12784722, 3790.78, 4.56
 TIC 152828903, 3722.70, 4.64
 TIC 311151441, 3683.79, 4.72
 TIC 380198771, 3471.14, 4.70
 TIC 344281819, 3619.24, 4.68
 TIC 188580404, 3459.54, 4.78
 TIC 368438740, 3595.57, 4.42
 TIC 248351173, 4211.45, 4.54
 TIC 411749123, 3413.06, 4.94
 TIC 203248640, 4238.82, 4.65
 TIC 333608090, 4095.33, 4.34
 TIC 415331691, 3321.97, 4.87
 TIC 152823896, 3519.99, 4.69
 TIC 173109348, 3561.67, 4.64
 TIC 269486684, 3708.51, 4.68
 TIC 9700136, 3772.34, 4.69
 TIC 49736008, 3472.88, 4.87
 TIC 38161072, 3562.64, 4.19
 TIC 49710649, 4108.84, 4.50
 TIC 293945437, 3464.21, 4.86
 TIC 277914430, 4134.16, 4.56
 TIC 38138601, 3281.28, 4.87
 TIC 49554679, 3564.39, 4.73
 TIC 346046832, 3411.37, 4.80
 TIC 98668274, 4103.52, 4.78
 TIC 366568690, 3535.78, 4.01
 TIC 333640795, 3468.61, 4.83
 TIC 66733784, 3457.72, 4.82
 TIC 248385173, 4157.45, 4.66
 TIC 344241145, 3495.18, 4.58
 TIC 49456015, 3553.74, 4.63
 TIC 68405464, 3852.35, 4.38
 TIC 287028205, 4193.32, 4.68
 TIC 374239434, 3759.33, 4.70
 TIC 38160957, 3366.47, 4.85
 TIC 47380251, 3376.34, 4.54
 TIC 333605311, 3688.50, 4.74
 TIC 126316780, 3290.33, 4.71
 TIC 344242924, 4199.25, 4.67
 TIC 225802058, 3497.54, 4.23
 TIC 240812195, 3330.76, 4.72
 TIC 438206908, 4181.57, 4.46
 TIC 306607242, 3684.51, 4.61
 TIC 438511787, 4185.67, 4.66
 TIC 380907475, 3686.32, 4.63
 TIC 0, 3575.70, 4.42
 TIC 386588992, 3384.82, 4.16
 TIC 117419410, 3607.07, 4.82
 TIC 117417210, 4153.40, 4.37
 TIC 130711967, 3805.64, 4.77
 TIC 114958848, 4144.26, 4.60
 TIC 345035817, 3668.11, 4.73
 TIC 311365375, 3588.89, 4.72
 TIC 436651424, 3460.97, 4.58
 TIC 115078626, 3515.09, 4.85
 TIC 293509494, 4099.10, 4.53
 TIC 185469082, 3360.83, 4.83
 TIC 374312288, 3375.74, 4.86
 TIC 423358343, 3791.38, 4.75
 TIC 220237861, 4054.09, 4.72
 TIC 205338017, 4089.92, 4.67
 TIC 98718891, 3573.38, 4.75
 TIC 176944198, 3358.95, 4.71
 TIC 38158315, 4006.60, 4.68
 TIC 173104321, 3339.85, 4.91
 TIC 293945271, 3675.19, 4.62
 TIC 281747092, 3524.72, 4.73
 TIC 248351366, 4101.14, 4.68
 TIC 434131376, 3795.81, 4.72
 TIC 303766706, 4131.48, 4.70
 TIC 344225329, 3441.94, 4.90
 TIC 145964277, 3429.03, 4.49
 TIC 344771789, 3375.38, 4.64
 TIC 374224556, 3473.81, 4.94
 TIC 294318841, 3540.95, 4.65
 TIC 186699321, 3600.12, 4.81
 TIC 49675412, 3387.77, 4.72
 TIC 69857792, 3480.11, 4.79
 TIC 225953048, 3436.22, 4.83
 TIC 374270434, 3618.07, 4.33
 TIC 173108948, 3615.90, 4.63
 TIC 82052137, 4104.06, 4.62
 TIC 333605320, 3562.61, 4.70
 TIC 411692197, 4224.30, 4.51
 TIC 176867734, 3118.76, 5.00
 TIC 336957274, 3660.12, 4.68
 TIC 77648513, 3645.77, 4.30
 TIC 411691470, 3471.96, 4.51
 TIC 411691851, 3635.99, 4.34
 TIC 434131188, 3251.72, 4.94
 TIC 402312837, 3637.04, 4.50
 TIC 277893315, 3244.34, 4.01
 TIC 188578572, 4198.26, 4.67
 TIC 411692130, 4128.17, 4.36
 TIC 49738008, 4092.21, 4.36
 TIC 183650498, 3470.60, 4.79
 TIC 366568597, 4099.62, 4.54
 TIC 291074978, 3320.25, 4.65
 TIC 126234496, 3459.84, 4.81
 TIC 399702794, 3435.45, 4.84
 TIC 437030377, 4133.45, 4.71
 TIC 277870744, 3600.63, 4.12
 TIC 49675473, 3485.18, 4.70
 TIC 399722439, 3353.55, 4.60
 TIC 336956764, 3830.81, 4.76
 TIC 471013677, 4118.70, 4.28
 TIC 0, 2732.07, 4.76
 TIC 277839906, 3340.74, 4.93
 TIC 9709224, 3748.22, 4.72
 TIC 311365154, 4010.58, 4.70
 TIC 38113991, 3438.03, 4.92
 TIC 293893735, 4204.83, 4.54
 TIC 186475475, 3434.08, 4.71
 TIC 344242576, 3365.59, 4.84
 TIC 344278934, 3603.44, 4.58
 TIC 293890412, 3281.10, 4.95
 TIC 411691679, 3607.28, 4.61
 TIC 311365292, 3378.14, 4.60
 TIC 344299641, 3519.52, 4.78
 TIC 49735551, 3167.66, 4.46
 TIC 173108670, 3280.60, 4.97
 TIC 8990099, 3492.57, 4.75
 TIC 78922188, 4197.21, 4.65
 TIC 303598242, 3551.16, 4.61
 TIC 38131323, 4243.51, 4.67
 TIC 357494159, 4132.29, 4.68
 TIC 432615994, 3092.09, 4.97
 TIC 225958882, 4040.69, 4.70
 TIC 152773113, 3266.50, 4.98
 TIC 366500379, 3360.23, 4.84
 TIC 248353644, 3429.90, 4.90
 TIC 98676187, 4212.83, 4.53
 TIC 176877433, 3429.51, 4.92
 TIC 49678031, 4202.05, 4.62
 TIC 281705843, 3637.50, 4.43
 TIC 405679973, 3435.81, 4.58
 TIC 62938879, 3361.07, 4.57
 TIC 458677882, 3533.95, 4.59
 TIC 0, 4064.85, 4.63
 TIC 240716128, 3345.04, 4.52
 TIC 344281038, 3515.17, 4.77
 TIC 311365785, 3392.81, 4.73
 TIC 347810985, 3369.79, 4.85
 TIC 344773973, 4244.28, 4.50
 TIC 380198133, 4199.41, 4.40
 TIC 240765086, 3597.51, 4.57
 TIC 248353555, 3770.15, 4.54
 TIC 248347110, 3182.25, 4.97
 TIC 192507134, 3607.02, 4.84
 TIC 380674582, 3346.06, 4.56
 TIC 12860865, 3537.94, 4.85
 TIC 334994993, 3564.79, 4.51
 TIC 369493515, 3509.43, 4.68
 TIC 269594419, 4156.92, 4.40
 TIC 0, 4246.24, 4.50
 TIC 0, 3998.82, 4.72
 TIC 38064556, 4077.83, 4.57
 TIC 20444468, 3222.17, 4.93
 TIC 335658068, 3430.38, 4.97
 TIC 38144260, 4214.66, 4.53
 TIC 78925658, 3422.61, 4.43
 TIC 150822098, 3595.94, 4.85
 TIC 248944661, 3590.23, 4.75
 TIC 117416767, 3793.84, 4.50
 TIC 411692220, 3425.00, 4.62
 TIC 374296360, 3741.18, 4.79
 TIC 436674946, 3390.80, 4.87
 TIC 389047075, 3433.31, 4.80
 TIC 84266067, 3024.49, 4.98
 TIC 240765091, 4132.94, 4.69
